Customer ID,Dummy_Customer_id,Gender_Converted,Age,Age_Bucket_Converted,Married_converted,Number of Dependents,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Tenure_bucket_converted,Offer_Converted,Phone_Service Converted,Avg Monthly Long Distance Charges,Multiple_lines_woe,Internet Service Converted,Internet_type_converted,Avg Monthly GB Download,Online_Security_Woe,Online_Backup_woe,Device_Protection_Plan,Premium Tech Support,Streaming_Tv_woe,Streaming_movie_woe,Streaming_music_woe,Unlimited_Data_Converted,Contract_Converted,PaperLess_Biling_woe,Payment_method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Target
0137-OCGAB,87,-0.02,25,0.19,-0.31,0,94533,38.287136,-122.02711,0,1,-0.78,-1.14,-0.01,1.23,0.08,-0.26,-0.64,69,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.48,80.2,80.2,0,0,1.23,81.43,1
0137-UDEUO,88,-0.02,24,0.19,-0.31,0,95204,37.974498,-121.319568,0,3,-0.78,-1.14,-0.01,25.75,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,19.85,63.75,0,0,77.25,141,1
0139-IVFJG,89,-0.02,19,0.19,0.39,0,92592,33.507255,-117.029473,10,2,-0.78,-0.03,-0.01,4.65,0.08,-0.26,-0.64,53,0.75,0.27,-0.58,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,90.35,190.5,0,0,9.3,199.8,0
0141-YEAYS,90,-0.02,77,-0.4,-0.31,0,92028,33.362575,-117.299644,0,27,0.23,-0.03,-0.01,2.97,0.08,-0.26,-0.64,4,-0.69,0.27,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,2.6,-0.34,-0.35,86.45,2401.05,0,0,80.19,2481.24,0
0142-GVYSN,91,0.02,57,0.13,-0.31,0,93554,35.405722,-117.773354,0,26,0.23,0.2,-0.01,13.34,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,-0.34,-0.35,20.3,511.25,0,0,346.84,858.09,0
0147-ESWWR,92,-0.02,73,-0.4,0.39,0,93422,35.453912,-120.69461,9,39,0.23,-0.03,-0.01,20.15,0.08,-0.26,-0.64,21,-0.69,-0.61,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,101.25,3949.15,0,0,785.85,4735,0
0148-DCDOS,93,0.02,41,0.13,-0.31,0,95365,37.329725,-120.306399,0,25,0.23,-0.03,-0.01,34.88,0.08,-0.26,-0.64,8,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,94.7,2362.1,0,0,872,3234.1,1
0151-ONTOV,94,-0.02,43,0.13,-0.31,0,93021,34.312945,-118.858169,0,1,-0.78,-1.14,-0.01,39.81,0.08,-0.26,-0.64,23,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.48,70.9,70.9,0,0,39.81,110.71,1
0156-FVPTA,95,0.02,48,0.13,0.39,0,93463,34.624399,-120.137875,1,22,0.23,-0.01,-0.01,27.24,0.08,-0.26,0.46,21,0.75,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,54.2,1152.7,0,0,599.28,1751.98,1
0164-APGRB,96,-0.02,56,0.13,-0.31,0,94515,38.629618,-122.593216,0,72,1.63,1.61,-0.01,48.37,0.08,-0.26,-0.64,5,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,114.9,8496.7,0,0,3482.64,11979.34,0
0164-XAIRP,97,-0.02,51,0.13,-0.31,0,90638,33.902045,-118.008961,0,24,0.23,-0.03,-0.01,10.64,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,-0.35,19.55,470.2,0,0,255.36,725.56,0
0168-XZKBB,98,-0.02,34,0.19,0.39,0,93516,34.95703,-117.73045,8,19,-0.78,-0.03,-0.01,7.84,0.08,-0.26,-0.64,16,-0.69,-0.61,-0.58,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,86.85,1564.4,0,0,148.96,1713.36,0
0174-QRVVY,99,0.02,21,0.19,0.39,2,92078,33.119028,-117.166036,2,71,1.63,-0.03,-0.01,9.2,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,25.35,1847.55,0,0,653.2,2500.75,0
0177-PXBAT,100,0.02,78,-0.4,0.39,0,92239,33.889605,-115.257009,7,33,0.23,-0.03,-0.01,25.15,0.08,-0.26,-0.64,20,0.75,-0.61,0.22,0.7,-0.17,-0.17,-0.35,-0.2,1.1,-0.34,-0.35,109.9,3694.7,0,0,829.95,4524.65,0
0178-CIIKR,101,-0.02,60,-0.4,-0.31,0,95313,37.435664,-121.049056,0,3,-0.78,-0.03,-0.01,2.69,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,19.95,58,0,0,8.07,66.07,0
0178-SZBHO,102,0.02,54,0.13,0.39,1,95379,37.939768,-120.188002,7,47,0.67,-0.03,-0.01,1.09,0.08,-0.26,-0.64,13,-0.69,0.27,-0.58,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,87.2,4017.45,0,0,51.23,4068.68,0
0181-RITDD,103,0.02,42,0.13,0.39,3,92120,32.807867,-117.060993,2,62,1.63,-0.03,-0.01,1.76,0.08,-0.26,-0.64,20,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,0.76,108.15,6825.65,0,0,109.12,6934.77,0
0186-CAERR,104,0.02,22,0.19,-0.31,0,95603,38.912881,-121.082766,0,71,1.63,-0.03,-0.01,2.88,0.08,-0.26,-0.64,48,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,-0.35,116.3,8309.55,0,0,204.48,8514.03,0
0187-QSXOE,105,0.02,71,-0.4,0.39,0,93725,36.623632,-119.741322,8,7,-0.78,-0.03,-0.01,41.97,0.08,-0.26,-0.64,11,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,89,605.45,0,0,293.79,899.24,0
0187-WZNAB,106,-0.02,56,0.13,0.39,2,93616,36.657462,-119.595293,6,27,0.23,0.2,-0.01,46.66,0.08,-0.26,-0.64,28,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,0.76,74.4,1972.35,0,0,1259.82,3232.17,0
0188-GWFLE,107,0.02,33,0.19,-0.31,0,94065,37.527497,-122.230941,0,2,-0.78,-0.03,-0.01,1.81,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,20.05,33.7,0,0,3.62,37.32,0
0191-EQUUH,108,-0.02,32,0.19,-0.31,3,92285,34.341737,-116.539416,0,25,0.23,0.2,0.08,,0.08,-0.26,0.05,75,0.75,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,2.6,0.62,-0.35,35.05,844.45,0,0,0,844.45,0
0191-ZHSKZ,109,0.02,80,-0.77,-0.31,0,90250,33.914775,-118.348083,0,30,0.23,-0.03,-0.01,38.61,0.08,-0.26,0.46,5,0.75,0.27,-0.58,-0.7,-0.17,-0.17,-0.35,-0.2,1.1,-0.34,-0.35,74.75,2111.3,0,0,1158.3,3269.6,0
0193-ESZXP,110,-0.02,73,-0.4,0.39,0,93445,35.059695,-120.604741,1,58,0.67,-0.03,-0.01,16.94,0.08,-0.26,-0.64,19,0.75,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,0.76,105.5,6205.5,0,0,982.52,7188.02,1
0195-IESCP,111,0.02,26,0.19,0.39,0,93202,36.315979,-119.710852,1,10,-0.78,-0.01,-0.01,2.02,0.08,-0.26,-0.64,82,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.3,-0.9,-0.34,-0.35,85.25,855.3,0,100,20.2,975.5,1
0196-JTUQI,112,-0.02,59,0.13,-0.31,0,95612,38.384648,-121.578701,0,9,-0.78,-0.03,-0.01,9.27,0.08,-0.26,-0.64,28,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,75.2,633.85,0,0,83.43,717.28,0
0196-VULGZ,113,-0.02,78,-0.4,0.39,0,92620,33.716136,-117.752574,1,6,-0.78,-0.03,-0.01,28.71,0.08,-0.26,-0.64,17,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.35,-0.2,-0.9,-0.34,-0.35,84.35,474.9,0,0,172.26,647.16,1
0197-PNKNK,114,-0.02,47,0.13,0.39,1,95066,37.070177,-122.010077,7,69,1.63,-0.03,-0.01,38.92,0.08,-0.26,-0.64,16,0.75,-0.61,0.22,-0.7,-0.33,-0.34,-0.35,-0.3,1.1,0.62,-0.35,84.45,5848.6,0,40,2685.48,8574.08,0
0201-MIBOL,115,-0.02,68,-0.4,-0.31,0,95368,37.713152,-121.08739,0,66,1.63,-0.03,-0.01,10.45,0.08,-0.26,-0.64,20,0.75,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,102.4,6471.85,0,0,689.7,7161.55,0
0201-OAMXR,116,-0.02,30,0.19,-0.31,0,95519,40.965011,-124.015255,0,70,1.63,1.61,-0.01,10.21,0.08,-0.26,-0.64,52,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,1.1,0.62,0.76,115.55,8127.6,0,0,714.7,8842.3,1
0203-HHYIJ,117,0.02,62,-0.4,-0.31,0,94027,37.454924,-122.203168,0,25,0.23,0.2,-0.01,5.57,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,0.62,-0.35,25.3,676.35,0,0,139.25,815.6,1
0206-OYVOC,118,-0.02,52,0.13,0.39,2,92649,33.721917,-118.043237,1,46,0.67,0.95,-0.01,24.33,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,0.76,19.25,864.2,0,0,1119.18,1983.38,0
0206-TBWLC,119,-0.02,63,-0.4,0.39,0,92320,33.982787,-117.057627,7,54,0.67,0.95,-0.01,11.4,0.08,-0.26,-0.64,26,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,0.76,114.65,6049.5,0,0,615.6,6665.1,0
0207-MDKNV,120,-0.02,54,0.13,-0.31,0,94014,37.691561,-122.445202,0,15,-0.78,-0.03,-0.01,22.39,0.08,-0.26,-0.64,7,0.75,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,105.1,1582.75,0,0,335.85,1918.6,1
0208-BPQEJ,121,-0.02,48,0.13,0.39,1,95461,38.787446,-122.58675,0,12,-0.78,-0.01,-0.01,8.25,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,-0.35,19.4,198.1,0,0,99,297.1,0
0212-ISBBF,122,-0.02,51,0.13,-0.31,0,94705,37.858898,-122.240512,0,22,0.23,-0.03,0.08,,0.08,-0.26,0.05,22,-0.69,0.27,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,50.35,1098.85,0,0,0,1098.85,0
0214-JHPFW,123,-0.02,22,0.19,0.39,0,93249,35.637715,-119.893068,9,70,1.63,-0.03,0.08,,0.08,-0.26,0.05,85,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,-0.35,57.8,4039.3,1.01,0,0,4038.29,0
0215-BQKGS,124,0.02,52,0.13,-0.31,0,92844,33.766476,-117.969795,0,30,0.23,0.2,-0.01,24.73,0.08,-0.26,-0.64,20,0.75,0.27,0.22,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,-0.34,0.76,84.3,2438.6,0,130,741.9,3310.5,0
0218-QNVAS,125,0.02,22,0.19,0.39,1,92203,33.752938,-116.230055,1,71,1.63,1.61,-0.01,28.34,0.08,-0.26,-0.64,59,-0.69,0.27,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,0.62,-0.35,100.55,7113.75,16.99,0,2012.14,9108.9,0
0219-QAERP,126,0.02,33,0.19,0.39,0,93033,34.156629,-119.117218,2,30,0.23,-0.03,-0.01,9.81,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,0.62,0.76,19.8,576.65,0,0,294.3,870.95,0
0219-YTZUE,127,0.02,26,0.19,0.39,0,92122,32.85723,-117.209774,5,4,-0.78,-1.14,-0.01,28.77,0.08,-0.26,-0.64,19,-0.69,0.27,0.22,-0.7,-0.33,-0.34,-0.14,-0.2,-0.9,-0.34,-0.35,84.8,371.9,0,0,115.08,486.98,1
0220-EBGCE,128,0.02,58,0.13,-0.31,0,92027,33.141265,-116.967221,0,2,-0.78,-1.14,-0.01,14.14,0.08,-0.26,-0.64,28,-0.69,-0.61,0.22,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,85.85,167.3,0,0,28.28,195.58,1
0221-NAUXK,129,0.02,22,0.19,-0.31,1,92553,33.923149,-117.244933,0,10,-0.78,-0.03,-0.01,7.86,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,-0.34,-0.35,19.95,219.5,0,0,78.6,298.1,0
0221-WMXNQ,130,0.02,66,-0.4,-0.31,0,91710,33.990646,-117.663025,0,4,-0.78,-1.14,-0.01,36.4,0.08,-0.26,-0.64,29,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,-0.35,75.35,273.4,0,0,145.6,419,0
0222-CNVPT,131,0.02,69,-0.4,-0.31,0,95820,38.53508,-121.444144,0,52,0.67,0.95,0.08,,0.08,-0.26,0.46,19,0.75,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,0.76,48.8,2555.05,0,0,0,2555.05,0
0224-HJAPT,132,0.02,25,0.19,-0.31,0,92117,32.825086,-117.199424,0,5,-0.78,-0.03,-0.01,22.01,0.08,-0.26,0.05,85,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.14,-0.2,-0.9,0.62,-0.35,47.15,223.15,0,0,110.05,333.2,1
0224-NIJLP,133,0.02,30,0.19,0.39,3,95380,37.474396,-120.875917,1,8,-0.78,-1.14,-0.01,2.87,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,20.15,165.5,0,0,22.96,188.46,0
0224-RLWWD,134,-0.02,73,-0.4,-0.31,0,92231,32.690654,-115.431225,0,2,-0.78,-1.14,-0.01,23.91,0.08,-0.26,0.05,22,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,1.1,-0.34,-0.35,44.3,89.3,0,0,47.82,137.12,0
0225-ZORZP,135,0.02,46,0.13,-0.31,0,95321,37.902968,-119.667544,0,3,-0.78,-1.14,-0.01,13.72,0.08,-0.26,-0.64,26,-0.69,0.27,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,84.3,235.05,0,0,41.16,276.21,0
0228-MAUWC,136,0.02,40,0.13,-0.31,0,95033,37.160194,-121.945611,0,19,-0.78,-0.01,-0.01,11.85,0.08,-0.26,0.46,18,-0.69,-0.61,0.22,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,59.55,1144.6,0,0,225.15,1369.75,0
0229-LFJAF,137,0.02,53,0.13,-0.31,0,93611,36.917652,-119.593757,0,72,1.63,1.61,-0.01,3.66,0.08,-0.26,0.46,13,0.75,0.27,0.22,0.7,-0.33,-0.34,-0.35,-0.2,2.6,0.62,-0.35,69.65,4908.25,0,0,263.52,5171.77,0
0230-UBYPQ,138,0.02,76,-0.4,0.39,0,96046,40.648024,-123.465088,2,63,1.63,0.95,0.08,,0.08,-0.26,0.46,7,0.75,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,-0.35,36.1,2298.9,0,0,0,2298.9,0
0230-WEQUW,139,0.02,38,0.19,0.39,0,91364,34.153733,-118.593408,1,66,1.63,-0.03,0.08,,0.08,-0.26,0.46,29,0.75,0.27,0.22,0.7,-0.17,-0.34,-0.35,-0.2,2.6,-0.34,-0.35,56.6,3789.2,0,0,0,3789.2,0
0231-LXVAP,140,0.02,23,0.19,-0.31,0,92592,33.507255,-117.029473,0,1,-0.78,-0.03,-0.01,44.56,0.08,-0.26,-0.64,27,-0.69,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,75.9,75.9,0,0,44.56,120.46,1
0233-FTHAV,141,-0.02,24,0.19,-0.31,0,95334,37.361987,-120.748394,0,60,0.67,-0.03,-0.01,15.29,0.08,-0.26,-0.64,48,-0.69,-0.61,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,1.1,-0.34,-0.35,79.2,4765,0,0,917.4,5682.4,0
0234-TEVTT,142,-0.02,43,0.13,0.39,3,93274,36.185471,-119.375243,3,48,0.67,-0.03,0.08,,0.08,-0.26,0.46,22,0.75,-0.61,0.22,-0.7,-0.33,-0.17,-0.14,-0.2,1.1,0.62,0.76,45,2196.3,0,0,0,2196.3,0
0235-KGSLC,143,-0.02,45,0.13,-0.31,0,93427,34.631362,-120.238218,0,1,-0.78,-1.14,-0.01,33.34,0.08,-0.26,-0.64,4,-0.69,-0.61,0.22,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,85.55,85.55,0,0,33.34,118.89,1
0236-HFWSV,144,0.02,49,0.13,-0.31,0,93552,34.557711,-118.029441,0,15,-0.78,-0.03,-0.01,48.93,0.08,-0.26,-0.64,15,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,93.35,1444.65,0,0,733.95,2178.6,1
0237-YFUTL,145,-0.02,62,-0.4,0.39,0,92655,33.744439,-117.98588,4,50,0.67,0.95,-0.01,34.57,0.08,-0.26,-0.64,13,0.75,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,109.65,5405.8,0,0,1728.5,7134.3,0
0238-WHBIQ,146,0.02,25,0.19,0.39,1,95630,38.672638,-121.147403,10,72,1.63,1.61,-0.01,33.75,0.08,-0.26,0.05,30,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,0.76,89.7,6339.3,0,0,2430,8769.3,0
0239-OXEXL,147,-0.02,37,0.19,-0.31,0,94619,37.787186,-122.14633,0,46,0.67,-0.03,-0.01,43.27,0.08,-0.26,-0.64,21,0.75,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,0.62,0.76,84.25,3847.6,0,100,1990.42,5938.02,0
0244-LGNFY,148,-0.02,35,0.19,0.39,1,94960,37.99272,-122.575026,4,72,1.63,-0.03,-0.01,30,0.08,-0.26,0.46,19,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,-0.35,92.65,6733,0,0,2160,8893,0
0247-SLUJI,149,0.02,37,0.19,0.39,3,91010,34.145695,-117.95982,2,1,-0.78,-0.03,-0.01,34.28,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,19.7,19.7,0,0,34.28,53.98,0
0248-IPDFW,150,-0.02,19,0.19,-0.31,0,92530,33.655421,-117.391751,0,1,-0.78,-0.03,-0.01,29.13,0.08,-0.26,0.05,51,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,50.1,50.1,0,0,29.13,79.23,0
0248-PGHBZ,151,-0.02,69,-0.4,-0.31,0,92672,33.429488,-117.609432,0,67,1.63,1.61,-0.01,2.57,0.08,-0.26,-0.64,21,0.75,0.27,-0.58,0.7,-0.17,-0.34,-0.35,-0.2,2.6,-0.34,-0.35,92.45,6140.85,0,0,172.19,6313.04,0
0253-ZTEOB,152,-0.02,44,0.13,0.39,1,90004,34.076259,-118.310715,5,48,0.67,-0.03,-0.01,8.94,0.08,-0.26,0.46,27,-0.69,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,-0.35,79.65,3870.3,0,0,429.12,4299.42,0
0254-FNMCI,153,-0.02,19,0.19,-0.31,0,90241,33.940884,-118.128628,0,72,1.63,-0.03,-0.01,41.91,0.08,-0.26,-0.64,73,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,109.9,7624.2,0,0,3017.52,10641.72,0
0254-KCJGT,154,0.02,64,-0.4,0.39,0,94923,38.377165,-123.037957,6,52,0.67,0.95,-0.01,41.34,0.08,-0.26,0.05,24,0.75,0.27,0.22,0.7,-0.33,-0.17,-0.14,-0.2,1.1,-0.34,0.76,81.4,4354.45,0,0,2149.68,6504.13,0
0254-WWRKD,155,-0.02,44,0.13,0.39,3,95925,39.461768,-121.195825,1,67,1.63,1.61,-0.01,46.9,0.08,-0.26,0.05,28,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,0.76,50.55,3431.75,0,0,3142.3,6574.05,0
0256-LTHVJ,156,-0.02,58,0.13,0.39,0,92338,34.702766,-116.093376,1,28,0.23,0.2,-0.01,16.85,0.08,-0.26,-0.64,13,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,81.05,2227.1,0,0,471.8,2698.9,1
0257-KXZGU,157,-0.02,29,0.19,0.39,1,95051,37.348129,-121.98469,9,32,0.23,0.2,-0.01,33.28,0.08,-0.26,0.46,51,-0.69,0.27,0.22,-0.7,-0.33,-0.34,-0.14,-0.2,-0.9,0.62,-0.35,62.45,2045.55,0,0,1064.96,3110.51,0
0257-ZESQC,158,-0.02,80,-0.77,0.39,0,92571,33.828289,-117.201666,2,27,0.23,-0.03,-0.01,7.02,0.08,-0.26,0.05,25,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,75.2,1929.35,0,0,189.54,2118.89,1
0258-NOKBL,159,0.02,22,0.19,-0.31,0,95540,40.584991,-124.121504,0,3,-0.78,-0.03,-0.01,31.48,0.08,-0.26,-0.64,73,-0.69,0.27,0.22,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,90.4,268.45,0,0,94.44,362.89,0
0259-GBZSH,160,0.02,22,0.19,-0.31,0,92122,32.85723,-117.209774,0,2,-0.78,-1.14,-0.01,40.43,0.08,-0.26,0.05,27,-0.69,-0.61,-0.58,-0.7,-0.17,-0.34,-0.14,-0.2,-0.9,-0.34,-0.35,85.65,181.5,0,0,80.86,262.36,1
0260-ZDLGK,161,-0.02,50,0.13,-0.31,2,91773,34.102119,-117.815532,0,9,-0.78,-0.03,-0.01,35.49,0.08,-0.26,0.05,11,-0.69,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,0.76,72.9,651.4,0,0,319.41,970.81,1
0263-FJTQO,162,0.02,53,0.13,0.39,2,95672,38.724322,-120.991237,10,50,0.67,0.95,-0.01,44.49,0.08,-0.26,0.05,28,0.75,-0.61,-0.58,0.7,-0.17,-0.34,-0.35,-0.2,2.6,-0.34,0.76,70.5,3486.65,0,0,2224.5,5711.15,0
0264-CNITK,163,-0.02,45,0.13,0.39,2,96106,39.745805,-120.580882,1,71,1.63,-0.03,-0.01,31.03,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,20.1,1389.6,0,0,2203.13,3592.73,0
0265-EDXBD,164,0.02,76,-0.4,0.39,0,92122,32.85723,-117.209774,2,32,0.23,0.2,-0.01,47.34,0.08,-0.26,-0.64,10,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,74.9,2303.35,0,0,1514.88,3818.23,1
0265-PSUAE,165,-0.02,57,0.13,0.39,3,95651,38.815515,-120.916997,10,16,-0.78,-0.01,-0.01,27.27,0.08,-0.26,-0.64,76,0.75,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,100.7,1522.7,0,0,436.32,1959.02,0
0266-CLZKZ,166,-0.02,45,0.13,0.39,3,92078,33.119028,-117.166036,8,67,1.63,1.61,-0.01,17.79,0.08,-0.26,-0.64,22,-0.69,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,105.65,6717.9,0,0,1191.93,7909.83,0
0266-GMEAO,167,0.02,43,0.13,0.39,1,93436,34.601055,-120.382917,1,72,1.63,-0.03,-0.01,15.94,0.08,-0.26,-0.64,13,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,0.76,114.3,8058.55,0,0,1147.68,9206.23,0
0268-QKIWO,168,-0.02,41,0.13,-0.31,0,95664,38.803731,-121.043799,0,3,-0.78,-1.14,-0.01,24.63,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,-0.35,19.75,58.85,0,0,73.89,132.74,1
0269-XFESX,169,0.02,22,0.19,0.39,3,94133,37.802071,-122.411004,1,23,0.23,-0.03,-0.01,48.02,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,0.62,0.76,24.35,538.5,0,0,1104.46,1642.96,0
0270-THENM,170,0.02,62,-0.4,0.39,2,91345,34.266389,-118.459744,1,72,1.63,-0.03,-0.01,28.37,0.08,-0.26,0.46,18,0.75,0.27,0.22,0.7,-0.33,-0.34,-0.35,-0.2,2.6,0.62,-0.35,69.85,5102.35,25.24,0,2042.64,7119.75,0
0274-JKUJR,171,0.02,21,0.19,0.39,2,90040,33.994524,-118.149953,9,7,-0.78,-1.14,0.08,,0.08,-0.26,0.05,47,0.75,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,0.62,0.76,-3,465.7,0,0,0,465.7,0
0277-BKSQP,172,0.02,49,0.13,0.39,3,90710,33.798266,-118.300237,10,8,-0.78,-1.14,-0.01,1.56,0.08,-0.26,0.46,57,-0.69,-0.61,-0.58,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,54.4,475.1,0,0,12.48,487.58,0
0277-ORXQS,173,0.02,33,0.19,0.39,4,94108,37.791998,-122.408653,9,66,1.63,1.61,0.08,,0.08,-0.26,0.05,23,-0.69,-0.61,-0.58,0.7,-0.17,-0.17,-0.14,-0.3,2.6,0.62,-0.35,50.55,3364.55,0,110,0,3474.55,0
0278-YXOOG,174,0.02,30,0.19,-0.31,0,90301,33.956445,-118.358634,0,5,-0.78,-1.14,-0.01,34.26,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,21.05,113.85,0,0,171.3,285.15,1
0280-XJGEX,175,0.02,38,0.19,-0.31,1,90015,34.039224,-118.266293,0,49,0.67,-0.03,-0.01,44.33,0.08,-0.26,-0.64,11,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,103.7,5036.3,0,0,2172.17,7208.47,1
